source_index,source_id,x_m,y_m,mean_delta_bp,mean_delta_mbd,positive_bp,positive_mbd,full_mean_nll,bp_mean_nll,mbd_mean_nll,full_top1,bp_top1
147,pmfs_22_12,1.3572699999999998,-3.70088,3.068598673421861,3.641550986041858,1,1,7.9219049614742145,10.990503634896076,11.563455947516072,0.0,0.0
148,pmfs_22_13,1.3572699999999998,-3.4008799999999995,0.23880297914734622,0.4650202972162092,1,1,7.311833440812281,7.550636419959629,7.776853738028491,0.125,0.1875
149,pmfs_22_14,1.3572699999999998,-3.100879999999999,4.187801961211624,2.7555261894607073,1,1,5.50204771439303,9.689849675604655,8.257573903853737,0.0,0.0
150,pmfs_22_15,1.3572699999999998,-2.80088,1.2279837033190701,1.0051469567605051,1,1,0.40491539210081123,1.6328990954198817,1.4100623488613167,0.875,0.8125
151,pmfs_22_16,1.3572699999999998,-2.5008799999999995,1.511746134115965,1.351024996057982,1,1,5.210473900086653,6.722220034202618,6.561498896144634,0.0,0.0
152,pmfs_22_17,1.3572699999999998,-2.20088,3.7612488900576544,4.469226590155376,1,1,2.999796857453271,6.761045747510925,7.469023447608648,0.625,0.8125
153,pmfs_22_18,1.3572699999999998,-1.90088,0.07054787615609448,0.696856802472521,1,1,1.773385081862715,1.8439329580188097,2.470241884335236,0.25,0.6875
154,pmfs_23_12,1.6572699999999996,-3.70088,8.70517925488928,4.285711451232256,1,1,8.14306324571622,16.8482425006055,12.428774696948476,0.0625,0.0
155,pmfs_23_13,1.6572699999999996,-3.4008799999999995,1.3215728861598683,0.9964329823621404,1,1,7.95160738988656,9.273180276046428,8.9480403722487,0.0625,0.0625
156,pmfs_23_14,1.6572699999999996,-3.100879999999999,1.208114562155076,1.446548014206262,1,1,6.752551748200828,7.9606663103559026,8.199099762407089,0.0,0.0
157,pmfs_23_15,1.6572699999999996,-2.80088,-0.006480986998201099,1.5720593576904964,0,1,3.9941936873035466,3.9877127003053454,5.566253044994044,0.0625,0.25
158,pmfs_23_16,1.6572699999999996,-2.5008799999999995,1.1122539196362013,1.1127941707839306,1,1,4.697774787415265,5.810028707051467,5.8105689581991955,0.0,0.0625
159,pmfs_23_17,1.6572699999999996,-2.20088,1.0688980726263013,0.9246267121760084,1,1,1.9504630863308963,3.019361158957197,2.8750897985069046,0.6875,0.875
160,pmfs_23_18,1.6572699999999996,-1.90088,3.1942179217597104,2.8791667667822414,1,1,1.4270950924270966,4.621313014186806,4.306261859209338,0.5625,0.5
161,pmfs_24_12,1.9572699999999996,-3.70088,6.877303769158903,5.355013842915712,1,1,5.533144553986802,12.410448323145705,10.888158396902513,0.1875,0.0
162,pmfs_24_13,1.9572699999999996,-3.4008799999999995,2.511574086483999,1.8185517538084428,1,1,5.730196449078847,8.241770535562846,7.54874820288729,0.125,0.0
